Name,Pos,Bats,Thr,Prev Team,Age,Service Time,2023 WAR,Proj WAR,Med Years,Med Total,Med AAV,QO,Signing Team,Years,Total Salary,AAV,,playerid
C.J. Cron,1B,R,R,LAA,34,9.097,-0.322826058,0.00022412,1,5000000,5000000,,BOS,1,0,,,12546
Luis Guillorme,SS/3B/2B,L,R,NYM,29,4.159,-0.345564961,0.338017374,,0,,,ATL,1,1100000,1100000,,16451
Luis Guillorme,SS/3B/2B,L,R,NYM,29,4.159,-0.345564961,0.338017374,,0,,,ARI,1,163118,163118,,16451
Yuli Gurriel,1B,R,R,MIA,40,7.043,-0.399158627,0.027150258,,0,,,ATL,1,,,,19198
Sandy León,C,S,R,TEX,35,8.112,-0.401621491,-0.000548463,,0,,,KCR,1,0,,,5273
Jorge Alfaro,C,R,R,BOS,31,5.133,-0.402697295,0.001205552,,0,,,CHC,1,0,,,12180
Madison Bumgarner,SP,R,L,ARI,34,12.154,-0.403762847,-0.000139139,,0,,,,,,,,5524
Matt Carpenter,DH,L,R,SDP,38,11.145,-0.411101401,-0.078799948,,0,,,STL,1,740000,740000,,8090
Wandy Peralta,RP,L,L,NYY,32,6.168,-0.419756144,0.223845661,,0,,,SDP,4,16500000,4125000,,14295
Jeurys Familia,RP,R,R,OAK,34,10.046,-0.423173755,-0.00371444,,0,,,,,,,,5114
Tim Hill,RP,R,L,SDP,34,5.112,-0.424253106,-0.095332474,,0,,,CHW,1,1800000,1800000,,16814
Tim Hill,RP,R,L,SDP,34,5.112,-0.424253106,-0.095332474,,0,,,NYY,1,405806,405806,,16814
Jacob Stallings,C,R,R,MIA,34,5.149,-0.435411215,0.256177336,,0,,,COL,1,2000000,2000000,,13723
Mike Moustakas,1B/3B,L,R,LAA,35,12.111,-0.442574382,0.000114454,,0,,,CHW,1,0,,,4892
Luke Voit,DH/1B,R,R,MIL,33,5.062,-0.450092405,-0.000330553,,0,,,NYM,1,0,,,14811
Kyle Lewis,LF/RF,R,R,ARI,28,3.067,-0.473464936,0.100824207,,0,,,,,,,,19508
Noah Syndergaard,SP,L,R,CLE,31,8.131,-0.482269645,0.292913109,,0,,,,,,,,11762
Ji Man Choi,1B/DH,L,R,SDP,33,6.076,-0.487891883,0.001418259,,0,,,NYM,1,0,,,5452
Luis Severino,SP,R,R,NYY,30,7.170,-0.509417653,1.62738812,1,10000000,10000000,,NYM,1,13000000,13000000,,15890
Chris Flexen,SP,R,R,COL,29,3.099,-0.516265452,0.482378006,,0,,,CHW,1,1750000,1750000,,13896
Nick Senzel,3B/2B/OF,R,R,CIN,29,4.150,-0.533632994,0.443457752,,0,,,WSN,1,2000000,2000000,,19293
Nick Senzel,3B/2B/OF,R,R,CIN,29,4.150,-0.533632994,0.443457752,,0,,,CHW,1,298387,298387,,19293
José Ureña,SP,R,R,CHW,32,7.045,-0.550616562,-0.00241621,,0,,,TEX,1,1750000,1750000,,11589
Jackie Bradley Jr.,CF/RF/LF,L,R,KCR,34,9.057,-0.558953941,-0.038269889,,0,,,,,,,,12984
Drew Rucinski,SP,R,R,OAK,35,1.162,-0.567727268,-0.000139139,,0,,,,,,,,12499
Chad Kuhl,SP,R,R,WSN,31,6.168,-0.583787918,-0.021895858,,0,,,CHW,1,0,,,14975
Corey Dickerson,LF/RF,L,R,WSN,35,10.055,-0.5838328,-0.058697086,,0,,,,,,,,10762
Jake Woodford,SP,R,R,STL,27,3.048,-0.596919775,0.033618875,,0,,,CHW,1,0,,,18674
Adam Cimber,RP,R,R,TOR,33,5.156,-0.621540904,-0.168922007,,0,,,LAA,1,1650000,1650000,,15288
Josh Harrison,3B/2B,R,R,PHI,36,11.122,-0.625860095,0.001012782,,0,,,,,,,,8202
Johnny Cueto,SP,R,R,MIA,38,15.143,-0.662395895,0.198975563,,0,,,,,,,,6893
Jaime Barria,SP,R,R,LAA,27,4.035,-0.685379505,-0.085381866,,0,,,CLE,1,0,,,18356
Cam Gallagher,C,R,R,CLE,31,5.073,-0.688235164,0.00138476,,0,,,PHI,1,0,,,12981
Matt Bush,RP,R,R,TEX,38,5.058,-0.704495966,0.107936516,,0,,,,,,,,1246
Kolten Wong,2B,L,R,LAD,33,10.031,-0.723971605,0.003196805,,0,,,BAL,1,0,,,12532
Rowdy Tellez,1B/DH,L,L,MIL,29,5.004,-0.728365123,0.724923134,,0,,,PIT,1,3200000,3200000,,15679
Wil Myers,1B/RF/LF,R,R,CIN,33,10.018,-0.734955788,-0.000381642,,0,,,,,,,,10047
AJ Pollock,LF/RF/DH,R,R,SFG,36,11.040,-0.751585782,0.000586143,1,4000000,4000000,,,,,,,9256
Trey Mancini,1B/RF/LF,R,R,CHC,32,6.141,-0.765179873,-1.02117E-05,,0,,,MIA,1,0,,,15149
Jesse Winker,LF/RF/DH,L,L,MIL,30,6.080,-0.800267398,0.75476557,,0,,,WSN,1,2000000,2000000,,13590
Joey Wendle,3B/2B/SS,L,R,MIA,34,6.088,-0.805577457,0.283536285,,0,,,NYM,1,2000000,2000000,,13853
Joey Wendle,3B/2B/SS,L,R,MIA,34,6.088,-0.805577457,0.283536285,,0,,,ATL,1,19892,19892,,13853
Dominic Leone,RP,R,R,SEA,32,7.133,-0.820366621,-0.023395786,,0,,,CHW,1,1500000,1500000,,13763
Eric Lauer,SP,R,L,MIL,29,4.111,-0.834185362,0.119488448,,0,,,PIT,1,0,,,19316
Martín Maldonado,C,R,R,HOU,37,11.156,-0.835297525,-0.442597806,,0,,,CHW,1,4250000,4250000,,6887
Jared Walsh,1B,L,L,LAA,30,3.114,-0.865387797,-0.117739581,,0,,,TEX,1,181452,181452,,18607
Eduardo Escobar,3B/2B,S,R,LAA,35,11.128,-0.868229091,0.000945003,,0,,,TOR,1,0,,,6153
Austin Nola,C,R,R,SDP,34,4.045,-0.89891386,0.041180648,,0,,,KCR,1,975000,975000,,15941
Jorge López,RP,R,R,BAL,31,5.102,-0.919920206,0.227462888,,0,,,NYM,1,2000000,2000000,,14527
Jorge López,RP,R,R,BAL,31,5.102,-0.919920206,0.227462888,,0,,,CHC,1,373978,373978,,14527
Eric Haase,C,R,R,CLE,31,3.058,-1.044998527,0.064562149,,0,,,MIL,1,516129,516129,,14111
Enrique Hernández,2B/SS/3B/OF,R,R,LAD,32,9.054,-1.113163233,0.697220802,,0,,,LAD,1,4000000,4000000,,10472
Jean Segura,2B/3B,R,R,MIA,34,11.018,-1.276623726,0.00323334,,0,,,,,,,,5933
Jurickson Profar,LF/RF/1B,S,R,SDP,31,9.165,-1.567887306,0.480025768,,0,,,SDP,1,1000000,1000000,,10815
Rhys Hoskins,1B,R,R,PHI,31,6.053,,1.896895409,1,14000000,14000000,,MIL,2,34000000,17000000,,16472
Joe Ross,SP,R,R,SFG,31,6.018,,0.947983801,,0,,,MIL,1,1750000,1750000,,12972
Erick Fedde,SP,R,R,KBO,31,4.099,,0.681458473,,0,,,CHW,2,15000000,7500000,,17425
Woo-Suk Go,RP,R,R,KBO,25,0.000,,0.261261523,,0,,,MIA,2,4500000,2250000,,sa3012630
Adalberto Mondesi,SS/2B/3B,S,R,BOS,28,6.088,,0.253066808,,0,,,,,,,,13769
Justin Wilson,RP,L,L,MIL,36,11.035,,0.181906134,,0,,,CIN,1,1500000,1500000,,4301
Víctor Arano,RP,R,R,WSN,29,4.022,,0.100122154,,0,,,,,,,,15915
Brett Martin,RP,L,L,TEX,29,4.151,,0.092751421,,0,,,,,,,,17369
Corey Knebel,RP,R,R,PHI,32,7.151,,0.076670013,,0,,,CHW,1,0,,,15010
Lou Trivino,RP,R,R,NYY,32,5.163,,0.063646905,,0,,,NYY,1,1500000,1500000,,15043
Jarlín García,RP,L,L,PIT,31,6.114,,0.048479475,,0,,,,,,,,18282
Jake Odorizzi,SP,R,R,TEX,34,10.042,,0.032476578,1,8000000,8000000,,TBR,1,0,,,6397
Alex Reyes,RP,R,R,LAD,29,6.056,,0.029941816,,0,,,,,,,,15015
Elieser Hernández,SP,R,R,NYM,29,5.044,,0.013187453,,0,,,LAD,1,0,,,16933
Jose Iglesias,SS/2B,R,R,SDP,34,10.036,,0.008094256,,0,,,NYM,1,800000,800000,,10231
Drew Pomeranz,RP,R,L,SDP,35,11.013,,0.000469679,,0,,,LAA,1,0,,,11426
Drew Pomeranz,RP,R,L,SDP,35,11.013,,0.000469679,,0,,,SFG,1,693548,693548,,11426
Leury García,2B/SS/LF/RF,S,R,CHW,33,8.025,,0.000329772,,0,,,ATL,1,0,,,5913
Trevor Bauer,SP,R,R,JPN,33,7.158,,-0.000139139,,0,,,,,,,,12703
Adam Plutko,SP,R,R,KBO,32,3.030,,-0.01054471,,0,,,,,,,,15846
Codi Heuer,RP,R,R,CHC,27,4.000,,-0.015579932,,0,,,,,,,,23293
Mark Melancon,RP,R,R,ARI,39,13.098,,-0.052723996,,0,,,,,,,,4264
Justin Dunn,SP,R,R,CIN,28,4.020,,-0.05588381,,0,,,,,,,,19268
Jimmy Nelson,RP,R,R,LAD,35,9.107,,-0.058597188,,0,,,,,,,,10547
Miguel Sanó,DH/1B,R,R,MIN,31,7.066,,-0.076020479,,0,,,LAA,1,875000,875000,,12164
,CF/RF/LF,,,KBO,,,,,,0,,,,,,,,sa3012640
,SP,,,JPN,,,,,,0,,,,,,,,sa3023345
,SP,,,JPN,,,,,,0,,,,,,,,sa3023346
,SP,,,JPN,,,,,,0,,,,,,,,sa3023347
,RP,,,JPN,,,,,,0,,,,,,,,sa3023348
,SP,,,JPN,,,,,,0,,,,,,,,sa3023349
